,Unnamed: 0,id,text,Hashtags,date,retweets,likes,follower_count
87,87.0,1373409130359193602,RT @mirekbujna: New #Tesla Model S with a yoke steering wheel spotted in Santa Cruz by u/NoiceTwasACat99. Looks super cool! $TSLA https://t…,"[{'text': 'Tesla', 'indices': [20, 26]}]",2021-03-20 23:00:28,91.0,0.0,
88,88.0,1373409028534112256,"Currently, 1 $DOGE = $0.059704.

At this rate, a #Tesla Model Y costs:
• Long Range: 820,550 Ɖ
• Performance: 1,021… https://t.co/x1l0rVzKPj","[{'text': 'Tesla', 'indices': [49, 55]}]",2021-03-20 23:00:03,0.0,1.0,
89,89.0,1373408388399390725,Rivian rolls out charging network https://t.co/yssOYcVrx0 #Tesla #Rivian #Teslasupercharger #EVstartup @torquenewsauto,"[{'text': 'Tesla', 'indices': [58, 64]}, {'text': 'Rivian', 'indices': [65, 72]}, {'text': 'Teslasupercharger', 'indices': [73, 91]}, {'text': 'EVstartup', 'indices': [92, 102]}]",2021-03-20 22:57:31,1.0,1.0,
90,90.0,1373408303640887297,RT @TheTeslaLife: Turn 14 Distribution is the title sponsor of this heavily modified #Tesla #Model3 that will be competing in the Pikes Pea…,"[{'text': 'Tesla', 'indices': [85, 91]}, {'text': 'Model3', 'indices': [92, 99]}]",2021-03-20 22:57:10,4.0,0.0,
91,91.0,1373408164280991746,RT @TheTeslaLife: #Tesla shutting down its #ModelS and #ModelX facility in Tilburg Netherlands https://t.co/7xvZf8zrkB https://t.co/QRpMBGj…,"[{'text': 'Tesla', 'indices': [18, 24]}, {'text': 'ModelS', 'indices': [43, 50]}, {'text': 'ModelX', 'indices': [55, 62]}]",2021-03-20 22:56:37,4.0,0.0,
92,92.0,1373408146929152002,"Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At that price, compan… https://t.co/iFyWGEN9jC","[{'text': 'Tesla', 'indices': [33, 39]}]",2021-03-20 22:56:33,61.0,288.0,
93,93.0,1373408064523665416,"RT @OneYearWorld: Your Spring Getaway! 2 Hours from L.A.
 
Lake view house for California escapes, outdoor fun &amp; #RemoteWork

Sequoias, Ker…","[{'text': 'RemoteWork', 'indices': [117, 128]}]",2021-03-20 22:56:13,2.0,0.0,
94,94.0,1373407914237571072,#China Bans #Tesla Use At Military Sites Over National Security Concerns  https://t.co/HRGVnWFc9W,"[{'text': 'China', 'indices': [0, 6]}, {'text': 'Tesla', 'indices': [12, 18]}]",2021-03-20 22:55:38,3.0,6.0,
95,95.0,1373407895950331914,RT @tt36crew: #DataScience #digitalart #MariaCallas #TT36CloudDance kick #IT d #investment in #investing #Stock fr #ElonMusk some #Tesla I…,"[{'text': 'DataScience', 'indices': [14, 26]}, {'text': 'digitalart', 'indices': [27, 38]}, {'text': 'MariaCallas', 'indices': [39, 51]}, {'text': 'TT36CloudDance', 'indices': [52, 67]}, {'text': 'IT', 'indices': [73, 76]}, {'text': 'investment', 'indices': [79, 90]}, {'text': 'investing', 'indices': [94, 104]}, {'text': 'Stock', 'indices': [105, 111]}, {'text': 'ElonMusk', 'indices': [115, 124]}, {'text': 'Tesla', 'indices': [130, 136]}]",2021-03-20 22:55:33,2.0,0.0,
96,96.0,1373407891831599108,RT @Prageek1: @realMeetKevin well I really enjoyed it until Ross mentioned #Tesla is a spaceship 🚀 compared to #electric #Ford @FordMustang…,"[{'text': 'Tesla', 'indices': [75, 81]}, {'text': 'electric', 'indices': [111, 120]}, {'text': 'Ford', 'indices': [121, 126]}]",2021-03-20 22:55:32,1.0,0.0,
97,97.0,1373407744737284098,"RT @POODLETOKEN: @elonmusk @BoredElonMusk Cause thunder always comes after lightningg! KA-CHOW

#tesla #cybertruck #crypto $POODL #hoodlthe…","[{'text': 'tesla', 'indices': [96, 102]}, {'text': 'cybertruck', 'indices': [103, 114]}, {'text': 'crypto', 'indices': [115, 122]}]",2021-03-20 22:54:57,24.0,0.0,
98,98.0,1373407460812320769,@elonmusk Would be pretty neat if I could purchase a @Tesla with Dogecoin. #doge #dogecoin #tesla,"[{'text': 'doge', 'indices': [75, 80]}, {'text': 'dogecoin', 'indices': [81, 90]}, {'text': 'tesla', 'indices': [91, 97]}]",2021-03-20 22:53:49,0.0,1.0,
99,99.0,1373407217521733632,RT @ropo724: Thanks to #autopilot Scarlett kept me safe!! #fsd #tesla https://t.co/R0WfjixoQ6,"[{'text': 'autopilot', 'indices': [23, 33]}, {'text': 'fsd', 'indices': [58, 62]}, {'text': 'tesla', 'indices': [63, 69]}]",2021-03-20 22:52:51,2.0,0.0,
